market_id,event_ticker,action,reason,new_enabled,new_min_spread,new_quote_size,new_max_inventory_yes,new_max_inventory_no,pnl_24h,fill_count_24h,fill_count_48h,has_position,position_qty,info_risk_probability,info_risk_rationale,approve
KXJENSENMENTION-26JAN06-ARIZ,KXJENSENMENTION-26JAN06,expand,Positive P&L ($0.25) and median fill = quote size (10.0),,0.04,20,20,20,0.25,1,2,False,0,18,"The event itself is more than seven days away so resolution won’t be decided in the next week; only pre-event leaks, press releases, or program previews could move the market by >20 points. Those types of definitive signals about Jensen Huang saying the specific word “Arizona” are possible but uncommon, so I assess a low-to-moderate (≈18%) chance that such market-moving information will appear in the next 7 days.",yes
KXNEXTCOACHOUTNFL-26-2-WAS,KXNEXTCOACHOUTNFL-26-2,exit,No fills in lookback period (quote_size at minimum),False,,,,,0.00,0,0,False,0,4,"Mid‑season/head‑coach departures that would move a 2% market to >22% within one week are rare; absent a sudden scandal or a surprise resignation/firing, Washington being the next coach out in the next 7 days is unlikely. Most coaching changes happen after season end or in January/February, so give a small (but nonzero) chance for an abrupt event — roughly 4%.",yes
KXSP500ADDQ-26MAR31-SOFI,KXSP500ADDQ-26MAR31,expand,Positive P&L ($0.57) and median fill = quote size (5.0),,0.04,10,10,10,0.57,6,6,True,-1,20,"An S&P 500 inclusion announcement within the next 7 days is unlikely — index committee moves are typically tied to corporate actions and routine rebalances, and there is no known scheduled trigger for SoFi this week. However, there remains a modest (~20%) chance of a surprise corporate catalyst (e.g., merger/major regulatory development or unexpected earnings/guidance) that could shift the market >20% in either direction.",yes
KXGTAPRICE-100,KXGTAPRICE,exit,No fills in lookback period (quote_size at minimum),False,,,,,0.00,0,0,False,0,5,"As of 2025-12-27 there are no known scheduled announcements or release events in the next 7 days that would decisively set the PS5 base price for GTA VI, and an official price above $100 (the only straightforward way to move this market >20 percentage points upward) is highly unlikely. Only an unlikely major retailer leak or unexpected Rockstar pricing revelation would produce a >20-point move in the next week, so I estimate about a 5% chance of such news.",yes
KXIPO-26-DATABRICKS,KXIPO-26,scale_down,No fills in lookback period - scaling down (quote 10.0->5.0),,0.08,5,5,5,0.00,0,0,False,0,8,"Given the year-end holiday lull and the lead time typical for IPO decisions and filings, it's unlikely Databricks will provide a definitive confirmation or disavowal within the next 7 days — the kind of clear news needed to shift the market >20% from ~54%. There remains a small nonzero chance of a leak, sudden board decision, or media scoop that could move prices, so I estimate about an 8% probability.",yes
KXIPO-26-RIPPLE,KXIPO-26,exit,No fills in lookback period (quote_size at minimum),False,,,,,0.00,0,0,False,0,7,"It’s the year‑end holiday week (Dec 27–Jan 3) with no public signs of an imminent S‑1 filing or explicit IPO confirmation from Ripple; such definitive disclosures are the primary events that would move the market >20%. Only an unexpected S‑1 filing, firm CEO/board confirmation, or sudden regulatory settlement would plausibly trigger that magnitude of move in seven days, so the probability is low (~7%).",yes
KXJENSENMENTION-26JAN06-ELON,KXJENSENMENTION-26JAN06,activate_sibling,Sibling of expanding market in event KXJENSENMENTION-26JAN06,True,0.05,5,5,5,0.00,0,0,False,0,12,"CES keynote content is unlikely to be pre-released with an explicit mention of “Elon / Musk”; only a confirmed joint appearance, an official teaser naming Musk, or a credible script leak would swing the market >20% and those are low-probability in the next 7 days. Given the event is still weeks away, the chance of such decisive pre-event news in the coming week is small but non-zero (e.g., PR or leak), so I assess about a 12% likelihood.",yes
KXJENSENMENTION-26JAN06-SUPE,KXJENSENMENTION-26JAN06,activate_sibling,Sibling of expanding market in event KXJENSENMENTION-26JAN06,True,0.05,5,5,5,0.00,0,0,False,0,12,"CES keynote (where the phrase would most likely be spoken) is more than 7 days away, so the outcome won’t be decided in this window. The only ways price would move >20 percentage points in the next week are a pre-event NVIDIA teaser, press release, or a Jensen Huang interview/leak explicitly using the word “Supersonic”; given NVIDIA’s tight marketing control and the low baseline (15%), that is unlikely but not impossible.",yes
KXJENSENMENTION-26JAN06-500,KXJENSENMENTION-26JAN06,activate_sibling,Sibling of expanding market in event KXJENSENMENTION-26JAN06,True,0.05,5,5,5,0.00,0,0,False,0,15,"CES/NVIDIA Live is likely more than 7 days away (early Jan), so the outcome won’t be decided in the next week; official scripts are rarely finalized publicly that far in advance. While a targeted leak, pre-event interview, or Nvidia/partner teaser could materially change traders’ beliefs and move the price >20%, such clear, credible information specifically indicating Jensen will say “500 Billion” in the next 7 days is unlikely.",yes
KXJENSENMENTION-26JAN06-CAPI,KXJENSENMENTION-26JAN06,activate_sibling,Sibling of expanding market in event KXJENSENMENTION-26JAN06,True,0.05,5,5,5,0.00,0,0,False,0,12,"CES 2026 keynote is in early January (outside the next 7 days), so only a pre-event leak or an official pre-release (script excerpt, clip, or program note explicitly using the word “Capital”) would move this market by more than ~20%. Such precise, market-moving pre-announcements are uncommon but possible during CES PR ramp-up, so I assign a low but non-negligible 12% chance of such news in the next 7 days.",yes
KXSP500ADDQ-26MAR31-CIEN,KXSP500ADDQ-26MAR31,activate_sibling,Sibling of expanding market in event KXSP500ADDQ-26MAR31,True,0.05,5,5,5,0.00,0,0,False,0,8,"Given today is 2025-12-27, the next 7 days fall in a holiday/low-volume period and S&P 500 committee additions are uncommon outside scheduled rebalances or clear corporate-trigger events. There is a small non‑zero chance of an unexpected corporate action (major M&A, sudden index replacement, or a leak/rumor) that could move pricing >20%, but absent any known catalyst the likelihood of such market‑moving news about Ciena in the next week is low.",yes
KXSP500ADDQ-26MAR31-MSTR,KXSP500ADDQ-26MAR31,activate_sibling,Sibling of expanding market in event KXSP500ADDQ-26MAR31,True,0.05,5,5,5,0.00,0,0,False,0,7,"Very low — the year‑end holiday period and typical S&P index committee timing make an official addition announcement in the next 7 days unlikely. There are no known imminent corporate actions or regulatory events that would force a near‑term decision, so a move large enough to shift a 6% market price by >20% is improbable in this window.",yes
KXSP500ADDQ-26MAR31-PSTG,KXSP500ADDQ-26MAR31,activate_sibling,Sibling of expanding market in event KXSP500ADDQ-26MAR31,True,0.05,5,5,5,0.00,0,0,False,0,10,"S&P additions or major M&A/earnings surprises that could move Pure Storage >20% within the next 7 days are possible but uncommon; the resolution window opens Jan 1, 2026 which slightly raises the chance of an announcement in the immediate run-up, but outright confirmations or takeover news in the next week are low-probability. Given current market pricing (~26%), a >20% swing would require clear, high-impact news, so I assess a modest ~10% chance of that occurring in the next 7 days.",yes
KXSP500ADDQ-26MAR31-ALNY,KXSP500ADDQ-26MAR31,activate_sibling,Sibling of expanding market in event KXSP500ADDQ-26MAR31,True,0.05,5,5,5,0.00,0,0,False,0,7,"There are no scheduled S&P 500 committee decisions or known corporate events for Alnylam in the next 7 days that would reliably trigger a >20% swing from the current ~18% price, and S&P additions are typically announced closer to quarterly rebalances in Jan–Mar. A late-breaking M&A/major corporate-action rumor or an unexpected committee leak could move the market, but those outcomes are low-probability over a one-week horizon.",yes
KXSP500ADDQ-26MAR31-VRT,KXSP500ADDQ-26MAR31,activate_sibling,Sibling of expanding market in event KXSP500ADDQ-26MAR31,True,0.05,5,5,5,0.00,0,0,False,0,10,"A >20% move would require a definitive S&P inclusion/exclusion announcement or a major corporate shock; S&P Dow Jones Indices rarely preannounces additions and is unlikely to make index-change decisions during the year-end holiday week. Given the market’s current ~77% pricing and the low likelihood of a decisive announcement or material corporate news in the next 7 days, the chance of a >20% move is low (~10%).",yes
KXTENNCOACH-26-BDAB,KXTENNCOACH-26,activate_sibling,Sibling of expanding market in event KXTENNCOACH-26,True,0.05,5,5,5,0.00,0,0,False,0,8,"At a 2% current price, a >20 percentage-point move would essentially require a near-certain, definitive announcement tying Brian Daboll to the permanent job within 7 days. Coaching hires of that magnitude are relatively rare on a week-long horizon, especially during late-December holidays, so absent a known imminent decision the chance of such market-moving news this week is low.",yes
KXTENNCOACH-26-MMCC,KXTENNCOACH-26,activate_sibling,Sibling of expanding market in event KXTENNCOACH-26,True,0.05,5,5,5,0.00,0,0,False,0,20,"Coaching hires for NFL teams are most commonly finalized after the regular season ends in early January; absent a public confirmation today, it’s unlikely (but possible) that a definitive announcement or major leak naming Mike McCarthy — or conclusively ruling him out — will occur in the next 7 days. A credible hire/denial or an authoritative report tying McCarthy to the job would move the market >20 percentage points, but the timing and typical process make such news relatively low probability this week.",yes
KXTENNCOACH-26-ASMI,KXTENNCOACH-26,activate_sibling,Sibling of expanding market in event KXTENNCOACH-26,True,0.05,5,5,5,0.00,0,0,False,0,25,"NFL head-coach hires are most commonly announced in January/February, so a definitive resolution inside the next 7 days is unlikely; however late-December firings, rapid interviews, or credible insider reports do occasionally break and can materially shift betting markets. Because the market is already low (7%), even modest credible reporting or a strong denial could change the price by more than 20% relative, so I assign a moderate ~25% chance of such market-moving news in the next week.",yes
KXTENNCOACH-26-BFLO,KXTENNCOACH-26,activate_sibling,Sibling of expanding market in event KXTENNCOACH-26,True,0.05,5,5,5,0.00,0,0,False,0,8,"Low — the Titans are still conducting a coaching search with Mike McCoy serving as interim and no public indication a permanent hire (let alone Brian Flores) will be announced within the next week; NFL coaching hires typically occur later in the offseason. Brian Flores is currently Minnesota’s defensive coordinator and is a head‑coach candidate, so a credible report tying him to Tennessee would likely move the market >20 percentage points, but such a report appears unlikely in the next 7 days. ([tennesseetitans.com](https://www.tennesseetitans.com/news/titans-name-mike-mccoy-interim-head-coach?utm_source=openai))",yes
KXNEXTCOACHOUTNFL-26-2-KC,KXNEXTCOACHOUTNFL-26-2,activate_sibling,Sibling of expanding market in event KXNEXTCOACHOUTNFL-26-2,True,0.05,5,5,5,0.00,0,0,False,0,7,"There are no scheduled resolution events or public credible reports indicating the Kansas City head coach will leave in the next 7 days, and in-season firings/retirements for a stable franchise are uncommon. Only low-probability shocks (sudden resignation, medical emergency, or major scandal) or a blockbuster rumor would plausibly move a 4% price by the threshold, so I assign a small (~7%) chance of such market-moving news. ",yes
KXNEXTCOACHOUTNFL-26-2-DET,KXNEXTCOACHOUTNFL-26-2,activate_sibling,Sibling of expanding market in event KXNEXTCOACHOUTNFL-26-2,True,0.05,5,5,5,0.00,0,0,False,0,8,"Major coach-change news that would lift Detroit’s price from ~6% by >20 percentage points in the next 7 days is unlikely but not impossible: most coaching announcements cluster right after the regular season (around early Jan), so a surprise mid‑season firing or an imminent resignation/announcement could move the market. Absent strong public signals today, however, Detroit being the first coach out within the next week is low probability, so I estimate a single‑digit chance of a >20pp price swing.",yes
KXNEXTCOACHOUTNFL-26-2-ARI,KXNEXTCOACHOUTNFL-26-2,activate_sibling,Sibling of expanding market in event KXNEXTCOACHOUTNFL-26-2,True,0.05,5,5,5,0.00,0,0,False,0,12,"Mid‑season head‑coach departures are uncommon and there’s no indication this week will be an exception; Arizona would need an immediate firing/announcement (low single‑digit chance) to move price >20%. There’s a somewhat higher (~10%) chance another team announces a coach change in the next 7 days that would push Arizona’s market price materially, so combined I estimate about a 12% chance of news moving the market >20% in either direction.",yes
KXNEXTCOACHOUTNFL-26-2-NO,KXNEXTCOACHOUTNFL-26-2,activate_sibling,Sibling of expanding market in event KXNEXTCOACHOUTNFL-26-2,True,0.05,5,5,5,0.00,0,0,False,0,5,"A >20 percentage-point move would almost certainly require New Orleans’ head coach to be announced as the next coach out (which would either sharply spike this market or resolve it). While late-December is a time for coaching changes, there’s no strong public signal that New Orleans’ coach will be fired/leave in the next 7 days, so a large move is unlikely — I estimate about a 5% chance of news in the next week that would shift the price by >20 points.",yes
